Time (Ma),Global mid-ocean ridge lengths (km),Mean global ridge velocities (cm/yr),Global ridge velocity standard deviation (cm/yr),Surface area of crust produced at ridges (km^2/yr),Global subduction zone lengths (km),Mean global subduction velocities (cm/yr),Global subduction velocity standard deviation (cm/yr),Surface area of crust subducted at trenches (km^2/yr),Global transform boundary lengths (km)
110.0,77763.96278859545,6.622341944792786,3.3237857454198756,5.152879982856989,70757.40951970588,7.488713630571695,5.031769461077129,5.287088166044112,37953.653964678204
109.0,79458.3174116105,6.9919753355111895,3.873265265290927,5.55984738638671,69363.0151106784,7.698718077315696,6.216611080882842,5.327371044823643,39442.237990634414
108.0,79305.00058186571,7.004598761660021,3.8432489902037577,5.559074676503572,69232.38281152159,7.666297786741149,6.1720584948965005,5.295056544270286,39419.11192113269
107.0,79166.3425387243,6.987872453943063,3.841836354678809,5.536104506733789,69186.33762545348,7.650442310848759,6.106911665033866,5.280686508281509,39336.34836597445
106.0,78965.0823701098,6.9737078039597,3.832867815035848,5.51085418252998,69145.59100088807,7.604803307171575,6.040044819758705,5.246174312504775,39417.70134212291
105.0,77935.93604049979,7.107106021814207,3.7946006389339764,5.543118228888256,69172.1354322953,7.608526465179559,5.999629405121662,5.255276974356438,39518.686295954096
104.0,77675.12046048716,7.09826697168948,3.800431552832829,5.517701644141168,69116.86436399569,7.747577208727778,5.9455153500085745,5.3492549377045275,39743.277803425335
103.0,77032.54800725493,7.061092604292867,3.815738454625253,5.4433262055080816,72006.73497263408,7.1729792757253055,6.09794794246149,4.463602828954423,39838.68187636494
102.0,75845.2197713067,7.070749292064832,3.836460718052631,5.366787779455369,72314.77774538526,6.894371012189977,5.886498298290895,4.26417182735806,40551.67179861934
101.0,75748.81265057225,7.041697488237716,3.8398281825630716,5.3378804704551195,72644.77579017052,6.822234958120546,5.816098192103189,4.265147706574963,40155.18648775197
100.0,69546.73187695046,7.032466655932812,3.7766179464243335,4.89462434993382,69315.08168480966,7.251103525796776,5.904376266177216,4.9590778729026095,42202.48238412777
99.0,64084.03043099028,6.359878146566982,3.6814361588131455,4.078821736584252,70699.92776647727,6.308131038175958,4.220226658152122,4.313453519956641,49542.985126705295
98.0,64253.01950510843,6.343354823159938,3.6823079665259635,4.078925557994378,70080.4983950664,6.22648140476017,4.246584965914012,4.306538788695067,49287.06521296022
97.0,64502.403974947374,6.327676067878703,3.6819407041975762,4.084609182008415,70046.02995020873,6.212919841911251,4.242378767860743,4.295279047953049,48925.65101679206
96.0,64473.06894244369,6.316872640224277,3.6824030590296233,4.075747534870873,70001.8695966302,6.180493403182757,4.241676495827535,4.2703813012649485,48765.95488728516
95.0,64390.93756450288,6.314225070420091,3.670311048423485,4.068900275554765,69572.35778196086,6.194620352539418,4.217264842443397,4.243342285370106,48038.770466445494
94.0,64561.12171132313,6.279801497890642,3.680442151059827,4.057434673383541,69515.29733719448,6.328309366859763,5.061091743936994,4.341994339408894,47729.20435345897
93.0,65834.66789690232,6.300843262986612,3.6896100819649367,4.151192384845781,69327.94567304058,6.327956809146238,5.061366435601813,4.329152079580351,46786.75943879687
92.0,66362.34590399556,6.226315801702033,3.720205233293569,4.134977821262056,69510.42201136235,6.284024614419583,5.043159080811951,4.311165640425601,46015.72263091249
91.0,66651.87079456555,6.20272965444116,3.721643128000124,4.1372066375680125,69434.53118459794,6.260324291638045,5.0512756559825425,4.289923532008385,46083.9795387273
90.0,67660.86542494703,6.329287022258232,3.630022284174632,4.285648239591859,69781.81506294032,6.232422029522863,5.069395103333961,4.270384062742531,48703.39363636641
89.0,69108.39502633702,5.931877111085521,3.75035733835623,4.102522048358032,70016.41535046264,6.213553624890892,5.570275181863303,4.276327421413978,45654.374364059004
88.0,69333.60629499282,5.934387310779315,3.7472202270281105,4.117617120358102,69861.06906667915,6.213816151244924,5.566830859198393,4.280506939756497,45653.84551970333
87.0,69496.82069930677,5.888752235462153,3.706338992865863,4.095542017771276,69840.06072708342,6.164902598301949,5.488707489790643,4.245750572973727,48190.62367179341
86.0,72629.31254862712,5.941618084983924,3.6085578739781634,4.318615049158877,69869.08014725854,6.166201623003813,5.490153538588737,4.247156414108644,46338.94403924424
85.0,61969.5137344724,6.2798355214655235,3.917531354406477,3.8944939386139215,71161.00482651338,5.992118244874482,5.79688653975214,4.133219117925238,33943.22619693333
84.0,65367.02778075108,6.308868377706106,3.9400120412257844,4.126824348684137,68118.45547827549,6.3251058939969855,5.770740397159099,4.231835714013582,30789.637057912998
